date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2009-12-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-01-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-02-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-03-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-04-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-05-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-06-15,Cassava - Wholesale,91 KG,cereals and tubers,29.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-07-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-08-15,Cassava - Wholesale,91 KG,cereals and tubers,26.25,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-09-15,Cassava - Wholesale,91 KG,cereals and tubers,20.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-10-15,Cassava - Wholesale,91 KG,cereals and tubers,20.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2010-11-15,Cassava - Wholesale,91 KG,cereals and tubers,20.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-01-15,Cassava - Wholesale,91 KG,cereals and tubers,15.3333,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-02-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-03-15,Cassava - Wholesale,91 KG,cereals and tubers,25.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-04-15,Cassava - Wholesale,91 KG,cereals and tubers,25.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-05-15,Cassava - Wholesale,91 KG,cereals and tubers,25.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-06-15,Cassava - Wholesale,91 KG,cereals and tubers,83.75,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-07-15,Cassava - Wholesale,91 KG,cereals and tubers,18.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-08-15,Cassava - Wholesale,91 KG,cereals and tubers,15.3333,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-09-15,Cassava - Wholesale,91 KG,cereals and tubers,15.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-10-15,Cassava - Wholesale,91 KG,cereals and tubers,15.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-11-15,Cassava - Wholesale,91 KG,cereals and tubers,15.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2011-12-15,Cassava - Wholesale,91 KG,cereals and tubers,17.8,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-01-15,Cassava - Wholesale,91 KG,cereals and tubers,21.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-02-15,Cassava - Wholesale,91 KG,cereals and tubers,23.75,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-03-15,Cassava - Wholesale,91 KG,cereals and tubers,26.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-04-15,Cassava - Wholesale,91 KG,cereals and tubers,37.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-05-15,Cassava - Wholesale,91 KG,cereals and tubers,48.75,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-06-15,Cassava - Wholesale,91 KG,cereals and tubers,54.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-07-15,Cassava - Wholesale,91 KG,cereals and tubers,52.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-08-15,Cassava - Wholesale,91 KG,cereals and tubers,55.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-09-15,Cassava - Wholesale,91 KG,cereals and tubers,60.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-10-15,Cassava - Wholesale,91 KG,cereals and tubers,60.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-11-15,Cassava - Wholesale,91 KG,cereals and tubers,63.75,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2012-12-15,Cassava - Wholesale,91 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-01-15,Cassava - Wholesale,91 KG,cereals and tubers,85.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-02-15,Cassava - Wholesale,91 KG,cereals and tubers,80.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-03-15,Cassava - Wholesale,91 KG,cereals and tubers,80.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-04-15,Cassava - Wholesale,91 KG,cereals and tubers,85.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-05-15,Cassava - Wholesale,91 KG,cereals and tubers,90.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-06-15,Cassava - Wholesale,91 KG,cereals and tubers,80.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-07-15,Cassava - Wholesale,91 KG,cereals and tubers,78.75,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-08-15,Cassava - Wholesale,91 KG,cereals and tubers,73.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-09-15,Cassava - Wholesale,91 KG,cereals and tubers,53.75,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-10-15,Cassava - Wholesale,91 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-11-15,Cassava - Wholesale,91 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2013-12-15,Cassava - Wholesale,91 KG,cereals and tubers,55.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-01-15,Cassava - Wholesale,91 KG,cereals and tubers,60.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-02-15,Cassava - Wholesale,91 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-03-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-04-15,Cassava - Wholesale,91 KG,cereals and tubers,25.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-05-15,Cassava - Wholesale,91 KG,cereals and tubers,25.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-06-15,Cassava - Wholesale,91 KG,cereals and tubers,25.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-07-15,Cassava - Wholesale,91 KG,cereals and tubers,25.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-08-15,Cassava - Wholesale,91 KG,cereals and tubers,21.25,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-09-15,Cassava - Wholesale,91 KG,cereals and tubers,25.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-10-15,Cassava - Wholesale,91 KG,cereals and tubers,26.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-11-15,Cassava - Wholesale,91 KG,cereals and tubers,28.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2014-12-15,Cassava - Wholesale,91 KG,cereals and tubers,28.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-01-15,Cassava - Wholesale,91 KG,cereals and tubers,28.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-02-15,Cassava - Wholesale,91 KG,cereals and tubers,28.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-03-15,Cassava - Wholesale,91 KG,cereals and tubers,35.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-04-15,Cassava - Wholesale,91 KG,cereals and tubers,35.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-05-15,Cassava - Wholesale,91 KG,cereals and tubers,35.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-06-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-07-15,Cassava - Wholesale,91 KG,cereals and tubers,30.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-10-15,Cassava - Wholesale,91 KG,cereals and tubers,28.8,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-11-15,Cassava - Wholesale,91 KG,cereals and tubers,36.25,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2015-12-15,Cassava - Wholesale,91 KG,cereals and tubers,40.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-01-15,Cassava - Wholesale,91 KG,cereals and tubers,54.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-02-15,Cassava - Wholesale,91 KG,cereals and tubers,60.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-03-15,Cassava - Wholesale,91 KG,cereals and tubers,57.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-04-15,Cassava - Wholesale,91 KG,cereals and tubers,61.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-05-15,Cassava - Wholesale,91 KG,cereals and tubers,70.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-06-15,Cassava - Wholesale,91 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-07-15,Cassava - Wholesale,91 KG,cereals and tubers,90.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-08-15,Cassava - Wholesale,91 KG,cereals and tubers,127.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-09-15,Cassava - Wholesale,91 KG,cereals and tubers,118.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-10-15,Cassava - Wholesale,91 KG,cereals and tubers,97.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-11-15,Cassava - Wholesale,91 KG,cereals and tubers,80.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2016-12-15,Cassava - Wholesale,91 KG,cereals and tubers,108.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-01-15,Cassava - Wholesale,91 KG,cereals and tubers,105.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-02-15,Cassava - Wholesale,91 KG,cereals and tubers,120.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-03-15,Cassava - Wholesale,91 KG,cereals and tubers,97.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-04-15,Cassava - Wholesale,91 KG,cereals and tubers,100.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-05-15,Cassava - Wholesale,91 KG,cereals and tubers,120.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-06-15,Cassava - Wholesale,91 KG,cereals and tubers,46.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-07-15,Cassava - Wholesale,91 KG,cereals and tubers,42.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-08-15,Cassava - Wholesale,91 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-09-15,Cassava - Wholesale,91 KG,cereals and tubers,44.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-10-15,Cassava - Wholesale,91 KG,cereals and tubers,30.3333,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-11-15,Cassava - Wholesale,91 KG,cereals and tubers,263.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2017-12-15,Cassava - Wholesale,91 KG,cereals and tubers,44.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2018-01-15,Cassava - Wholesale,91 KG,cereals and tubers,50.56,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2018-02-15,Cassava - Wholesale,91 KG,cereals and tubers,20.2222,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2018-03-15,Cassava - Wholesale,91 KG,cereals and tubers,30.3333,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2018-04-15,Cassava - Wholesale,91 KG,cereals and tubers,30.3333,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2018-05-15,Cassava - Wholesale,91 KG,cereals and tubers,118.6957,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,68,14,23,1,217_68_14_23,
2008-01-15,Rice (local) - Wholesale,50 KG,cereals and tubers,27.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-02-15,Rice (local) - Wholesale,50 KG,cereals and tubers,29.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-03-15,Rice (local) - Wholesale,50 KG,cereals and tubers,27.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-04-15,Rice (local) - Wholesale,50 KG,cereals and tubers,26.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-05-15,Rice (local) - Wholesale,50 KG,cereals and tubers,29.6,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-06-15,Rice (local) - Wholesale,50 KG,cereals and tubers,38.87,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-07-15,Rice (local) - Wholesale,50 KG,cereals and tubers,36.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-08-15,Rice (local) - Wholesale,50 KG,cereals and tubers,40.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-09-15,Rice (local) - Wholesale,50 KG,cereals and tubers,40.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-10-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-11-15,Rice (local) - Wholesale,50 KG,cereals and tubers,43.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2008-12-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-01-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-02-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-03-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-04-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-05-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-06-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-07-15,Rice (local) - Wholesale,50 KG,cereals and tubers,43.63,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-08-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-09-15,Rice (local) - Wholesale,50 KG,cereals and tubers,41.75,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-10-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.25,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-11-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2009-12-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-01-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-02-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-03-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-04-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-05-15,Rice (local) - Wholesale,50 KG,cereals and tubers,42.6,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-06-15,Rice (local) - Wholesale,50 KG,cereals and tubers,44.625,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-07-15,Rice (local) - Wholesale,50 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-08-15,Rice (local) - Wholesale,50 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-09-15,Rice (local) - Wholesale,50 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-10-15,Rice (local) - Wholesale,50 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2010-11-15,Rice (local) - Wholesale,50 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-01-15,Rice (local) - Wholesale,50 KG,cereals and tubers,41.6667,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-02-15,Rice (local) - Wholesale,50 KG,cereals and tubers,40.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-03-15,Rice (local) - Wholesale,50 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-04-15,Rice (local) - Wholesale,50 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-05-15,Rice (local) - Wholesale,50 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-06-15,Rice (local) - Wholesale,50 KG,cereals and tubers,50.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-07-15,Rice (local) - Wholesale,50 KG,cereals and tubers,63.75,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-08-15,Rice (local) - Wholesale,50 KG,cereals and tubers,67.3333,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-09-15,Rice (local) - Wholesale,50 KG,cereals and tubers,65.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-10-15,Rice (local) - Wholesale,50 KG,cereals and tubers,63.875,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-11-15,Rice (local) - Wholesale,50 KG,cereals and tubers,65.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2011-12-15,Rice (local) - Wholesale,50 KG,cereals and tubers,71.2,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-01-15,Rice (local) - Wholesale,50 KG,cereals and tubers,70.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-02-15,Rice (local) - Wholesale,50 KG,cereals and tubers,70.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-03-15,Rice (local) - Wholesale,50 KG,cereals and tubers,70.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-04-15,Rice (local) - Wholesale,50 KG,cereals and tubers,70.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-05-15,Rice (local) - Wholesale,50 KG,cereals and tubers,70.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-06-15,Rice (local) - Wholesale,50 KG,cereals and tubers,77.46,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-07-15,Rice (local) - Wholesale,50 KG,cereals and tubers,73.25,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-08-15,Rice (local) - Wholesale,50 KG,cereals and tubers,82.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-09-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-10-15,Rice (local) - Wholesale,50 KG,cereals and tubers,70.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-11-15,Rice (local) - Wholesale,50 KG,cereals and tubers,65.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2012-12-15,Rice (local) - Wholesale,50 KG,cereals and tubers,67.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-01-15,Rice (local) - Wholesale,50 KG,cereals and tubers,74.5,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-02-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-03-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-04-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-05-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-06-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-07-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-08-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-09-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-10-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
2013-11-15,Rice (local) - Wholesale,50 KG,cereals and tubers,75.0,GHS,Ghana,Brong Ahafo,1325,Sunyani,217,71,14,22,1,217_71_14_22,
